apps/erpnext/erpnext/setup/doctype/naming_series/naming_series.py +155,Series Updated Successfully,Serie erfolgreich aktualisiert
apps/erpnext/erpnext/config/stock.py +136,Main Reports,Hauptberichte
DocType: Purchase Receipt Item,Prevdoc DocType,Prevdoc DocType
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.js +53,Chart of Cost Centers,Kostenstellenplan
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py +174,Totals,Summen
apps/erpnext/erpnext/config/hr.py +105,Organization unit (department) master.,Stammdaten der Organisationseinheit (Abteilung)
DocType: Budget Detail,Budget Detail,Budget-Detail
apps/erpnext/erpnext/config/accounts.py +127,Point-of-Sale Profile,Verkaufsstellen-Profil
apps/erpnext/erpnext/setup/doctype/sms_settings/sms_settings.py +68,Please Update SMS Settings,Bitte SMS-Einstellungen aktualisieren
apps/erpnext/erpnext/projects/doctype/time_log_batch/time_log_batch.py +37,Time Log {0} already billed,Zeitprotokoll {0} bereits abgerechnet
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.py +86,Employee can not be changed,Mitarbeiter kann nicht verändert werden
apps/erpnext/erpnext/controllers/status_updater.py +141,Allowance for over-{0} crossed for Item {1},Zustimmung für Artikel {1} bei Überschreitung von {0}
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.py +65,Another Salary Structure {0} is active for employee {1}. Please make its status 'Inactive' to proceed.,"Eine andere Gehaltsstruktur {0} ist für diesen Mitarbeiter {1} aktiv. Bitte setzen Sie dessen Status auf ""inaktiv"" um fortzufahren."
apps/erpnext/erpnext/support/doctype/maintenance_visit/maintenance_visit.js +30,From Warranty Claim,Von Garantieantrag
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.js +29,Do you really want to Submit all Salary Slip for month {0} and year {1},Wollen Sie wirklich alle Gehaltsabrechnungen für den Monat {0} und das Jahr {1} übertragen
apps/erpnext/erpnext/crm/doctype/newsletter_list/newsletter_list.js +8,Import Subscribers,Import-Abonnenten
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.py +35,Delivery Note {0} must not be submitted,Lieferschein {0} darf nicht übertragen werden
DocType: Authorization Rule,Based On,Basiert auf
apps/erpnext/erpnext/config/projects.py +13,Project activity / task.,Projektaktivität/Aufgabe
DocType: Purchase Invoice Advance,Journal Entry Detail No,Buchungsjournal-Detail-Nr.
apps/erpnext/erpnext/crm/doctype/lead/lead.py +37,Campaign Name is required,Kampagnenname ist erforderlich
apps/erpnext/erpnext/crm/doctype/newsletter_list/newsletter_list.js +40,New Newsletter,Neuer Newsletter
DocType: Selling Settings,Settings for Selling Module,Einstellungen für das Vertriebsmodul
DocType: Selling Settings,Allow multiple Sales Orders against a Customer's Purchase Order,Mehrere verschiedene Kundenaufträge zu einer Kundenbestellung zulassen
apps/erpnext/erpnext/config/hr.py +53,Offer candidate a Job.,Einem Bewerber einen Arbeitsplatz anbieten
apps/erpnext/erpnext/stock/get_item_details.py +125,Item {0} must be a Sales Item,Artikel {0} muss ein Verkaufsartikel sein
apps/erpnext/erpnext/stock/get_item_details.py +249,Item Price added for {0} in Price List {1},Der Preis fur Artikel {0} wurde in die Preisliste {1} hinzugefügt.
apps/erpnext/erpnext/stock/doctype/delivery_note/delivery_note.py +263,Installation Note {0} has already been submitted,Installationshinweis {0} wurde bereits übertragen
apps/erpnext/erpnext/config/stock.py +43,Where items are stored.,Ort an dem Artikel gelagert werden
DocType: Tax Rule,Validity,Gültigkeit
apps/erpnext/erpnext/accounts/doctype/payment_tool/payment_tool.py +97,No permission to use Payment Tool,"Keine Berechtigung, das Zahlungswerkzeug zu benutzen"
apps/erpnext/erpnext/public/js/pos/pos.js +435,Change,Ändern
DocType: Task,Actual End Date (via Time Sheet),Tatsächliches Enddatum (über Zeitprotokoll)
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +218,"Company Email ID not found, hence mail not sent","ID der Firmen-E-Mail-Adresse wurde nicht gefunden, deshalb wird die E-Mail nicht gesendet"
DocType: Purchase Common,Purchase Common,Einkauf Allgemein
DocType: Production Order,Manufactured Qty,Hergestellte Menge
apps/erpnext/erpnext/crm/doctype/newsletter_list/newsletter_list.py +40,{0} subscribers added,{0} Empfänger hinzugefügt
DocType: Cost Center,"Define Budget for this Cost Center. To set budget action, see ""Company List""","Budget für diese Kostenstelle definieren. Um das Budget wirksam werden zu lassen, bitte Unternehmensliste anschauen"
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js +677,From Supplier Quotation,Von Lieferantenangebot
DocType: Deduction Type,Deduction Type,Abzugsart
DocType: Attendance,Half Day,Halbtags
apps/erpnext/erpnext/accounts/report/purchase_register/purchase_register.py +93,Total Tax,Summe Steuern
apps/erpnext/erpnext/config/stock.py +23,Record item movement.,Lagerbewegung aufzeichnen
DocType: Newsletter List Subscriber,Newsletter List Subscriber,Newsletter-Abonnentenliste
apps/erpnext/erpnext/accounts/party.py +232,Accounting entries have already been made in currency {0} for company {1}. Please select a receivable or payable account with currency {0}.,Es wurden bereits Buchungen in der Währung {0} für Firma {1} vorgenommen. Bitte ein Forderungs- oder Verbindlichkeiten-Konto mit Währung {0} wählen.
,Monthly Salary Register,Übersicht monatliche Gehälter
apps/erpnext/erpnext/accounts/doctype/payment_tool/payment_tool.py +33,Please enter Payment Amount in atleast one row,Bitte in mindestens eine Zeile einen Zahlungsbetrag eingeben
apps/erpnext/erpnext/config/accounts.py +153,"Seasonality for setting budgets, targets etc.","Saisonbedingte Besonderheiten zu Budgets, Zielen usw."
apps/erpnext/erpnext/accounts/doctype/payment_tool/payment_tool.js +238,Row {0}: Payment Amount cannot be greater than Outstanding Amount,Zeile {0}: Zahlungsbetrag kann nicht größer als Ausstehender Betrag sein
apps/erpnext/erpnext/buying/doctype/supplier/supplier.js +46,Total Unpaid,Summe Offene Beträge
apps/erpnext/erpnext/stock/get_item_details.py +128,"Item {0} is a template, please select one of its variants","Artikel {0} ist eine Vorlage, bitte eine seiner Varianten wählen"
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.py +81,Net pay cannot be negative,Nettolohn kann nicht negativ sein
apps/erpnext/erpnext/accounts/doctype/payment_tool/payment_tool.py +107,Please enter the Against Vouchers manually,Bitte die Gegenbelege manuell eingeben
apps/erpnext/erpnext/config/stock.py +90,Default settings for stock transactions.,Standardeinstellungen für Lagertransaktionen
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py +49,Please enter Taxes and Charges,Bitte Steuern und Gebühren eingeben
apps/erpnext/erpnext/accounts/utils.py +197,Allocated amount can not greater than unadusted amount,Zugewiesene Menge kann nicht größer sein als unbereinigte Menge
DocType: Batch,Expiry Date,Verfalldatum
,Supplier Addresses and Contacts,Lieferanten-Adressen und Kontaktdaten
DocType: Quotation,Payment,Zahlungseingang verarbeiten
DocType: Quotation,Clerk,Sachbearbeiter
DocType: Quotation,Customer,Kunden-Nr.
DocType: Quotation,Order Type,Antebotstyp
DocType: Quotation,Client Contact Person,Ihre Kontaktperson Endkunde
DocType: Quotation,Client Contract Number,Ihre Bestell-Nr.
DocType: Quotation,Client Control Person,Ihre Kontrollperson
DocType: Quotation,Client Dossier Number,Ihre Dossier-Nr.
DocType: Quotation,Client End Customer,Ihr Endkunde
DocType: Quotation,Client Order Number,Ihre Auftrags-Nr.
DocType: Quotation,Client Project Number,Ihre Projekt-Nr.
DocType: Quotation,Client Reference,Ihre Referenz
DocType: Quotation,Sending Date,Versanddatum des Briefes
DocType: Quotation,Contract Start Date,Vertragsbeginn
DocType: Quotation,Contract Details,Vertragsdetails
DocType: Quotation,Contract End Date,Vertragsende
DocType: Quotation,Quotation Subtitle,Untertitel
DocType: Quotation,Responsible Person,Auftraggeber (Firma)
DocType: Quotation,Subtitle,Untertitel
DocType: Quotation,Client Side Data,Interne Angaben des Kunde
DocType: Quotation,Equipment,Anlage
DocType: Quotation,Object Details,Objektdetails
DocType: Quotation,Object Title,Objekt Titel
DocType: Quotation,Dossier Number,Dossier-Nr.
DocType: Quotation,Responsible For Object,Objektverantwortlicher
DocType: Quotation,Maintenance Contract Number,Wartungsvertrags-Nr.
DocType: Quotation,Maintenance Number,Wartungs-Nr.
DocType: Quotation,Description Text,Einleitungstext
DocType: Quotation,State,Zustand
DocType: Quotation,Is State,IST-Zustand
DocType: Quotation,Must State,SOLL-Zustand
DocType: Quotation,Action,Massnahmen
DocType: Quotation,Payment Details,Details zur Zahlung
DocType: Quotation,Banking Details,Bankdetails
DocType: Quotation,Description,Texte
DocType: Quotation,Description For Details,Beschreibung Details
DocType: Quotation,General Information, Allgemeine Informationen
DocType: Quotation,Target Details, Objektangaben
DocType: Quotation,Items Details, Artikeldetails
DocType: Quotation,Signatures, Unterschriften
DocType: Quotation,Chief Signature, Unterschrift links
DocType: Quotation,Employee Signature, Unterschrift rechts
DocType: Quotation,Specification,Spezifikation
DocType: Quotation,Contract Type,Vertragstyp
DocType: Quotation,Offer Content,Angebotstitel
DocType: Quotation,Delivery Period,Lieferfrist
DocType: Quotation,Payment Period,Zahlungsfrist
DocType: Quotation,in weeks,Wochen
DocType: Quotation,in days,Tage
DocType: Quotation,Total,Total
DocType: Quotation,Amount in,Betrag in
DocType: Quotation,Photo,Foto
DocType: Quotation,Rate,Ansatz
DocType: Quotation,Greeting Text,Text unterhalb Preistabelle
DocType: Quotation,Quotation Date,Angebotsdatum
DocType: Quotation,Quotation Number,Angebots-Nr.
DocType: Quotation,Customer Number,Kunden-Nr.
DocType: Quotation,Quotes to Customers.,Angebote für Kunden
DocType: Quotation,Items Description 1,Schlussklausel
DocType: Quotation,Items Description 2,Schlusstext-AGB
DocType: Quotation,Items Details Description,Text auf dem Detailangebot (nach den Bildern)
DocType: Quotation Item,Show in details table,In den Angebotsdetails anzeigen
DocType: Quotation Item,Apply 2% Discount,Bewerben 2% Skonto
DocType: Quotation Item,Hide Original Price,Originalpreis verbergen
DocType: Quotation,Partial Payment 1 Name,1. Teilzahlung
DocType: Quotation,Partial Payment 2 Name,2. Teilzahlung
DocType: Quotation,Partial Payment 3 Name,3. Teilzahlung
DocType: Quotation,Partial Payment 4 Name,4. Teilzahlung
DocType: Quotation,Partial Payment 1 Value,Teilzahlung in %
DocType: Quotation,Partial Payment 2 Value,Teilzahlung in %
DocType: Quotation,Partial Payment 3 Value,Teilzahlung in %
DocType: Quotation,Partial Payment 4 Value,Teilzahlung in %
DocType: Quotation,Payment Terms,Zahlungskonditionen
DocType: Quotation,Discount 1,Bezeichnung Rabatt 1
DocType: Quotation,Discount 2,Bezeichnung Rabatt 2
DocType: Quotation,Discount 3,Bezeichnung Rabatt 3
DocType: Quotation,Discount 1 Value,Rabatt in %
DocType: Quotation,Discount 2 Value,Rabatt in %
DocType: Quotation,Discount 3 Value,Rabatt in Währung
DocType: Quotation,Amount in,Betrag in
DocType: Quotation,Title,Titel
DocType: Quotation,Final Texts,Abschlusstext
DocType: Quotation,Not Included Services,In unserer Lieferung und Dienstleistung nicht inbegriffen
DocType: Quotation,Included Services,Unsere Lieferung und Dienstleistung umfasst
DocType: Purchase Receipt,Title,Titel
DocType: Pricing Rule,Title,Titel
DocType: Supplier Quotation,Title,Titel
DocType: Newsletter List,Title,Titel
DocType: Activity Cost,Title,Titel
DocType: Project Task,Title,Titel
DocType: Terms and Conditions,Title,Titel
DocType: Material Request,Title,Titel
DocType: Stock Entry,Title,Titel
apps/erpnext/erpnext/selling/sales_common.js +354,Dear Sir or Madam,Sehr geehrte Damen und Herren
DocType: Employee,Signature,Unterschrift
DocType: Employee,Pensum,Pensum
DocType: Employee,Function,Funktion
DocType: Employee,Phone Office Direct,Telefon Büro Direkt
DocType: Employee,Natel Work,Mobile Geschäft
DocType: Employee,Natel Privat,Mobile privat
DocType: Employee,Permanent Address,Private Wohnadresse
DocType: Employee,Current Address,Wohnadresse Notfallkontakt
DocType: Employee,Relation,Beziehung zu Notfallkontakt
DocType: Employee,Emergency Phone,Telefonnummer Notfallkontakt
DocType: Employee,Salary Mode,Bezahlung des Lohns
DocType: Employee,Social Security Number,Sozialversicherungsnummer
DocType: Employee,Active,Aktiv
DocType: Employee,Inactive,Ausgetreten
DocType: Employee,Ms,Frau
DocType: Employee,Bank Name,Name der Bank
DocType: Employee,Exit,Austritt/Beenden
DocType: Employee,Emergency Contact Details,Notfallkontaktdaten
DocType: Employee,Cell Number,Festnetznummer privat
DocType: Employee,Salutation,Anrede
DocType: Employee,Feedback,Rückmeldung
DocType: Contact,Greeting,Anrede
DocType: Contact,Birthday,Geburtsdatum
DocType: Contact,Male,Männlich
DocType: Contact,Female,Weiblich
DocType: Contact,Greeting,Anrede
DocType: Contact,Mobile No,Mobilfunknummer Geschäft
DocType: Contact,Mobile No Privat,Mobilfunknummer Privat
DocType: Contact,Resigned,Ausgetreten
DocType: Contact,Reference,Referenz / Verknüpft mit
DocType: Contact,Dear Sir or Madam,Sehr geehrte Damen und Herren
DocType: Contact,Last Name,Name
DocType: Contact,Active,Aktiv
DocType: Contact,Inactive,Ausgetreten
DocType: Quotation Specification,Title,Titel
DocType: Quotation Specification,Quotation Specification,Angebot Spezifikation
DocType: Quotation Contract Type,Quotation Contract Type,Angebot Vertragstyp
DocType: Quotation Contract Type,Introduction,Einleitungstext
DocType: Quotation Contract Type,Title,Titel
apps/erpnext/erpnext/selling/doctype/utilities/contact.js +32,Dear Sir or Madam,Sehr geehrte Damen und Herren
apps/erpnext/erpnext/selling/doctype/utilities/contact.js +34,Dear Sir,Sehr geehrter Herr
apps/erpnext/erpnext/selling/doctype/utilities/contact.js +36,Dear Madam,Sehr geehrte Frau
DocType: Address,Customers,Kunden
DocType: Address,City/Town,Stadt/Ort
DocType: Address,Object,Objekt
DocType: Address,Email Id,Email
DocType: Address,Switzerland,Schweiz
DocType: Address,Belgium,Belgium
DocType: Address,Italy,Italien
DocType: Address,Germany,Deutschland
DocType: Sales Order,Title,Titel
DocType: Sales Order,Sales Order,Auftragsbestätigung
DocType: Sales Order,Saler Order Date,Auftragsdatum
DocType: Sales Order,Sales Order Number,Nummer
DocType: Sales Order,Quotation Number,Angebots-Nr.
DocType: Sales Order,Your Order,Ihre Bestellung
DocType: Sales Order,Final Texts,Abschlusstext
DocType: Sales Order,Cancelled,Inaktiv
DocType: Sales Order,Submitted,Aktiv
DocType: Sales Invoice,Sales Invoice,Rechnung
DocType: Sales Invoice,Sales Invoice Date,Rechnungsdatum
DocType: Sales Invoice,Sales Invoice Number,Rechnungs-Nr.
DocType: Sales Invoice,Your Order,Ihre Bestellung
DocType: Sales Invoice,Title,Titel
DocType: Sales Invoice,Final Texts,Abschlusstext
DocType: Sales Invoice,Time Report From,Arbeitszeitrapport von
DocType: Sales Invoice,Worktime,Arbeitszeit
DocType: Sales Invoice,Amount per Hours,Betrag pro Stunde
DocType: Sales Invoice,Time Sheet List,Arbeitszeit abrechnen
DocType: Sales Invoice,Notify by email,Per Email benachrichtigen
DocType: Sales Invoice,Payment Due Date,Fälligkeitsdatum
DocType: Sales Invoice,Shipping Address Name,Lieferadresse
DocType: Sales Invoice,Shipping Address,Versandadresse
DocType: Sales Invoice,Total Billing Amount,Gesamtrechnungsbetrag Arbeitsrapporte
DocType: Sales Invoice,Recurring,Wiederkehrende Rechnung (Abo / Servicevertrag)
DocType: Sales Invoice,Write Off Outstanding Amount,Offenen Betrag ausbuchen
DocType: Sales Invoice,Exhibition,Messe
DocType: Sales Invoice,Supplier Reference,Referenznummer des Lieferanten
DocType: Sales Invoice,Existing Customer,Bestehender Kunde
DocType: Sales Invoice,Is POS,Ist POS (Point of Sale)
DocType: Customer,Extended Name,Adresszusatz
apps/erpnext/erpnext/selling/doctype/customer/customer.js +69,Total Billing This Year:,Gesamtbetrag der Rechnungen des aktuellen Jahres:
apps/erpnext/erpnext/enip/contract.py +12,Contract End Date must be greater than Contract Start Date,Vertragsende muss größer sein als Vertragsbeginn
apps/erpnext/erpnext/config/desktop.py +73,After Sales,After-Sales
apps/erpnext/erpnext/config/desktop.py +81,Learn,Erkunden
apps/erpnext/erpnext/enip/sales_docs_autoname.py +18,Customer is mandatory.,Bitte den Kunden auswählen.
DocType: Maintenance Schedule,Contract Number,Wartungsvertragsnummer
DocType: Maintenance Schedule,Get From Sales Order,Wartungsplan aus einer Auftragsbestätigung generieren
DocType: Maintenance Schedule,Get From,Wartungsplan aus einer
DocType: Salary Slip,"<label>Deductions</label>","<label>Abzüge</label>"
DocType: Salary Slip,"<label>Earnings</label>","<label>Einkommen</label>"
DocType: Maintenance Visit,Submitted,In Kraft
DocType: Maintenance Visit,To Bill,Zu verrechnen
DocType: Maintenance Visit,To Deliver,Auszuliefern
DocType: Maintenance Visit,Completed,Erledigt
DocType: Maintenance Visit,Stopped,Gestoppt
DocType: Maintenance Visit,Cancelled,Annulliert
DocType: Maintenance Visit,Closed,Geschlossen
DocType: Maintenance Visit,To Deliver and Bill,Auszuliefern und zu verrechnen
apps/erpnext/erpnext/hr/report/employee_year_report/employee_year_report.py +125,Employment Type,Arbeitsvertragstyp
apps/erpnext/erpnext/hr/report/employee_year_report/employee_year_report.py +179,SOLL Hours,SOLL-Stunden
apps/erpnext/erpnext/hr/report/employee_year_report/employee_year_report.py +173,IST Hours,IST-Stunden
apps/erpnext/erpnext/hr/report/employee_year_report/employee_year_report.py +184,Over/Under,Unter-/überzeit
apps/erpnext/erpnext/hr/report/employee_day_report/employee_day_report.py +94,Workday,Arbeitstag:
apps/erpnext/erpnext/hr/report/employee_day_report/employee_day_report.py +104,Booked Hours,Gebuchte Stunden
apps/erpnext/erpnext/hr/report/employee_day_report/employee_day_report.py +105,Start,Startzeit
apps/erpnext/erpnext/hr/report/employee_day_report/employee_day_report.py +110,End,Endzeit
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.py +133,Salary Slips Submitted :,Erstellte Gehaltsabrechnungen:
apps/erpnext/erpnext/config/hr.py +28,Working Hours,Arbeitszeit
apps/erpnext/erpnext/config/hr.py +29,Overview of working time.,Übersicht der Arbeitszeit
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.py +83,No employee for the above selected criteria OR salary slip already created,Es gibt für die ausgewählte Kriterien keine Gehaltsabrechnung zu generieren oder sie wurde bereits generiert.
apps/frappe/frappe/core/doctype/doctype/boilerplate/controller_list.html +14,Title,Titel
apps/frappe/frappe/core/page/data_import_tool/exporter.py +53,Data Import Template,Datenimportvorlage
apps/frappe/frappe/model/document.py +921,Incorrect value: {0} must be {1} {2},Ungültiger Wert: {0} muss {1} {2} sein
apps/frappe/frappe/config/website.py +78,Settings for Contact Us Page.,Einstellungen für die Kontaktseite
apps/frappe/frappe/config/website.py +73,Settings for About Us Page.,"Einstellungen für die ""Über uns""-Seite"
apps/frappe/frappe/core/doctype/user/user.py +725,Registered but disabled.,"Registriert, aber deaktiviert."
DocType: Company History,Company History,Unternehmensgeschichte
DocType: Workflow,Workflow State Field,Workflow-Statusfeld
DocType: Workflow,DocType on which this Workflow is applicable.,"Dokumententyp, auf den dieser Workflow anzuwenden ist."
DocType: Standard Reply,Owner,Eigentümer
apps/frappe/frappe/public/js/legacy/form.js +137,Please save before attaching.,Bitte vor dem Anhängen abspeichern
DocType: Website Settings,&lt;head&gt; HTML,<head> HTML
DocType: Website Settings,"Show title in browser window as ""Prefix - title""","Diesen Eintrag im Browser-Fenster als ""Titel-Präfix"" anzeigen"
apps/frappe/frappe/core/doctype/doctype/doctype.py +148,DocType can not be merged,DocType kann nicht zusammengeführt werden
apps/frappe/frappe/core/doctype/doctype/doctype.py +280,DocType can only be renamed by Administrator,DocType kann nur von einem Administrator umbenannt werden
apps/frappe/frappe/public/js/frappe/views/communication.js +520,There were errors while sending email. Please try again.,Es gab Fehler beim Versenden der E-Mail. Bitte versuchen Sie es erneut.
apps/frappe/frappe/public/js/frappe/views/communication.js +55,CC/BCC & Standard Reply,CC-/BCC-Adressen & Standard-Antworten
apps/frappe/frappe/public/js/frappe/views/communication.js +18,Send,Senden
apps/frappe/frappe/public/js/frappe/views/communication.js +65,Send me a copy,Mir Kopie senden
apps/frappe/frappe/public/js/frappe/form/layout.js +125,Show more details,Mehr Details zeigen
apps/frappe/frappe/email/smtp.py +158,Email Account not setup. Please create a new Email Account from Setup > Email > Email Account,E-Mail-Konto nicht eingerichtet. Bitte ein neues E-Mail-Konto erstellen über Einstellungen > E-Mail > E-Mail-Konto
apps/frappe/frappe/public/js/frappe/model/model.js +24,Liked By,Zufrieden By
DocType: System Settings,System Settings,Systemeinstellungen
apps/frappe/frappe/email/receive.py +65,Cannot connect: {0},Es kann keine Verbindung hergestellt werden: {0}
DocType: Communication,Open,Offen/Öffnen
DocType: Communication,Series,Serie
DocType: Email Account,If non standard port (e.g. 587),Wenn kein Standardanschluss (z. B. 587)
DocType: Email Account,e.g. pop.gmail.com / imap.gmail.com,z. B. pop.gmail.com / imap.gmail.com
apps/frappe/frappe/desk/page/activity/activity.js +233,{0} on {1},{0} an {1}
apps/frappe/frappe/desk/page/activity/activity.js +189,May,Mai
apps/frappe/frappe/desk/page/activity/activity.js +89,Show Likes,Anzeigen Likes
apps/frappe/frappe/templates/includes/list/filters.html +19,clear,klar
apps/frappe/frappe/www/login.html +72,Don't have an account? Sign up,Ein Konto haben? Anmeldung
apps/frappe/frappe/www/login.html +22,Email address,Emailadresse
apps/frappe/frappe/www/me.py +14,You need to be logged in to access this page.,"Sie müssen angemeldet sein, um auf diese Seite zuzugreifen."
apps/frappe/frappe/public/js/frappe/form/linked_with.js +116,Not enough permission to see links.,Keine ausreichende Berechtigung zum Anzeigen der Verknüpfungen.
apps/frappe/frappe/public/js/frappe/form/linked_with.js +51,Not Linked to any record.,Mit keinem Datensatz verknüpft.
apps/frappe/frappe/desk/form/load.py +46,Did not load,Inhalt konnte nicht geladen werden.
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +33,Setup > User Permissions Manager,Einstellungen > Berechtigungen > Benutzerrechte-Manager
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +18,"When you Amend a document after Cancel and save it, it will get a new number that is a version of the old number.","Wenn ein Dokument nach dem Stornieren geändert und abgespeichert wird, bekommt es eine neue Nummer, die eine Version der alten Nummer ist."
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +8,Setup > User,Einstellungen > Benutzer
DocType: Async Task,Succeeded,Gelungen
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +379,Loading Report,Report wird geladen
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html +44,Logout,Ausloggen
apps/frappe/frappe/public/js/frappe/model/indicator.js +43,Submitted,Übertragen
