apps/erpnext/erpnext/setup/doctype/naming_series/naming_series.py +155,Series Updated Successfully,Serie erfolgreich aktualisiert
apps/frappe/frappe/public/js/frappe/form/footer/timeline_item.html +181,Liked by {0},Durch Zufrieden {0}
apps/frappe/frappe/public/js/frappe/form/footer/timeline_item.html +68,Details,Einzelheiten
apps/frappe/frappe/public/js/frappe/form/save.js +12,Submitting,Übertrage
DocType: Custom DocPerm,Submit,Übertragen
DocType: Patch Log,List of patches executed,Liste der ausgeführten Patches
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +434,Set,Einstellen
apps/frappe/frappe/templates/includes/web_sidebar.html +33,My Account,Mein Benutzerkonto
apps/frappe/frappe/templates/pages/me.html +4,Logout,Ausloggen
DocType: Contact Us Settings,Settings for Contact Us Page,Einstellungen für die Kontaktseite
DocType: Workflow State,screenshot,Bildschirmfoto
DocType: Workflow State,Workflow state represents the current state of a document.,Workflow-Status stellt den aktuellen Status eines Dokuments dar.
DocType: Workflow State,facetime-video,FaceTime-Video
DocType: Event,Starts on,Startet am
apps/frappe/frappe/model/naming.py +174,"There were some errors setting the name, please contact the administrator",Es gab beim Setzen des Namens einige Fehler. Kontaktieren Sie bitte den Administrator
apps/frappe/frappe/model/naming.py +44,{0} is required,{0} ist erforderlich
apps/frappe/frappe/core/doctype/communication/comment.py +85,{0} mentioned you in a comment in {1},{0} hat Sie in einem Kommentar in {1}
DocType: Contact Us Settings,City,Stadt
DocType: Contact Us Settings,State,Zustand Objekt
apps/frappe/frappe/desk/doctype/event/event.py +61,Upcoming Events for Today,Heute anstehende Ereignisse
apps/frappe/frappe/desk/doctype/event/event.py +65,Daily Event Digest is sent for Calendar Events where reminders are set.,"Hinweis: \n Ein täglicher Ereignisbericht wird für alle die Kalenderereignisse gesendet, bei denen Erinnerungen aktiviert sind."
apps/frappe/frappe/public/js/frappe/form/quick_entry.js +199,Ctrl+enter to save,Ctrl + Enter zum Speichern
apps/frappe/frappe/public/js/frappe/form/quick_entry.js +199,Edit in full page,In Vollbildmodus wechseln
apps/frappe/frappe/public/js/frappe/form/quick_entry.js +86,New {0},Neuer {0}
apps/switsol_ag/switsol_ag/print_format/quotation_switsol_ag/quotation_switsol_ag.html +10,Page {0} of {1},Seite {0} von {1}
apps/switsol_ag/switsol_ag/print_format/quotation_switsol_ag/quotation_switsol_ag.html +23,Mr,Herr
apps/switsol_ag/switsol_ag/print_format/quotation_switsol_ag/quotation_switsol_ag.html +24,Mrs,Frau
apps/switsol_ag/switsol_ag/print_format/quotation_switsol_ag/quotation_switsol_ag.html +195,Dear Sir or Madam,Sehr geehrte Damen und Herren
apps/switsol_ag/switsol_ag/print_format/quotation_switsol_ag/quotation_switsol_ag.html +188,Dear Madam,Sehr geehrte Damen
apps/switsol_ag/switsol_ag/print_format/quotation_switsol_ag/quotation_switsol_ag.html +207,"Kind Regards,",Freundliche Grüsse
apps/switsol_ag/switsol_ag/print_format/quotation_switsol_ag/quotation_switsol_ag.html +256,"(VAT  ","(Mehrwertsteuer  "
apps/switsol_ag/switsol_ag/print_format/quotation_switsol_ag/quotation_switsol_ag.html +294,Total,Total
apps/switsol_ag/switsol_ag/print_format/quotation_switsol_ag/quotation_switsol_ag.html +359,"Total (excl. VAT)","Total (exkl. MWST)"
apps/switsol_ag/switsol_ag/print_format/quotation_switsol_ag/quotation_switsol_ag.html +388,"Total (incl. VAT)","Total (inkl. MWST)"
apps/switsol_ag/switsol_ag/print_format/quotation_switsol_ag/quotation_switsol_ag.html +388,"Total (incl. VAT) rounded","Total (inkl. MWST) gerundet"
apps/switsol_ag/switsol_ag/print_format/quotation_switsol_ag/quotation_switsol_ag.html +373,"VAT ( ","Mehrwertsteuer ("
apps/switsol_ag/switsol_ag/print_format/quotation_switsol_ag/quotation_switsol_ag.html +402,Rounding Difference,Rundungsdifferenz
apps/switsol_ag/switsol_ag/print_format/quotation_switsol_ag/quotation_switsol_ag.html +437,Account No.1,Akonto-Nr.1
apps/switsol_ag/switsol_ag/print_format/quotation_switsol_ag/quotation_switsol_ag.html +452,Account No.2,Akonto-Nr.2
apps/switsol_ag/switsol_ag/print_format/quotation_switsol_ag/quotation_switsol_ag.html +466,Account No.3,Akonto-Nr.3
apps/switsol_ag/switsol_ag/print_format/quotation_switsol_ag/quotation_switsol_ag.html +481,Account No.4,Akonto-Nr.4
apps/switsol_ag/switsol_ag/print_format/quotation_switsol_ag/quotation_switsol_ag.html +500,The Delivery Time is,Die Lieferfrist beträgt
apps/switsol_ag/switsol_ag/print_format/quotation_switsol_ag/quotation_switsol_ag.html +500,"Weeks.","Wochen."
apps/switsol_ag/switsol_ag/print_format/quotation_switsol_ag/quotation_switsol_ag.html +500,The Payment Deadline is,Die Zahlungsfrist beträgt
apps/switsol_ag/switsol_ag/print_format/quotation_switsol_ag/quotation_switsol_ag.html +501,"Days.","Tage."
apps/switsol_ag/switsol_ag/print_format/quotation_switsol_ag/quotation_switsol_ag.html +508,Details About Quotation,Details zum Angebot
apps/switsol_ag/switsol_ag/print_format/sales_order_switsol_ag/sales_order_switsol_ag.html +12,Page {0} of {1},Seite {0} von {1}
apps/switsol_ag/switsol_ag/print_format/sales_order_switsol_ag/sales_order_switsol_ag.html +25,Mr,Herr
apps/switsol_ag/switsol_ag/print_format/sales_order_switsol_ag/sales_order_switsol_ag.html +26,Mrs,Frau
apps/switsol_ag/switsol_ag/print_format/sales_order_switsol_ag/sales_order_switsol_ag.html +206,Dear Sir or Madam,Sehr geehrte Damen und Herren
apps/switsol_ag/switsol_ag/print_format/sales_order_switsol_ag/sales_order_switsol_ag.html +206,Dear Madam,Sehr geehrte Damen
apps/switsol_ag/switsol_ag/print_format/sales_order_switsol_ag/sales_order_switsol_ag.html +224,"Kind Regards,",Freundliche Grüsse
apps/switsol_ag/switsol_ag/print_format/sales_order_switsol_ag/sales_order_switsol_ag.html +277,"(VAT  ","(Mehrwertsteuer "
apps/switsol_ag/switsol_ag/print_format/sales_order_switsol_ag/sales_order_switsol_ag.html +315,Total,Total
apps/switsol_ag/switsol_ag/print_format/sales_order_switsol_ag/sales_order_switsol_ag.html +380,"Total (excl. VAT)","Total (exkl. MWST)"
apps/switsol_ag/switsol_ag/print_format/sales_order_switsol_ag/sales_order_switsol_ag.html +409,"Total (incl. VAT)","Total (inkl. MWST)"
apps/switsol_ag/switsol_ag/print_format/sales_order_switsol_ag/sales_order_switsol_ag.html +437,"Total (incl. VAT) rounded","Total (inkl. MWST) gerundet"
apps/switsol_ag/switsol_ag/print_format/sales_order_switsol_ag/sales_order_switsol_ag.html +394,"VAT (","Mehrwertsteuer ("
apps/switsol_ag/switsol_ag/print_format/sales_order_switsol_ag/sales_order_switsol_ag.html +423,Rounding Difference,Rundungsdifferenz
apps/switsol_ag/switsol_ag/print_format/sales_order_switsol_ag/sales_order_switsol_ag.html +458,Account No.1,Akonto-Nr.1
apps/switsol_ag/switsol_ag/print_format/sales_order_switsol_ag/sales_order_switsol_ag.html +473,Account No.2,Akonto-Nr.2
apps/switsol_ag/switsol_ag/print_format/sales_order_switsol_ag/sales_order_switsol_ag.html +487,Account No.3,Akonto-Nr.3
apps/switsol_ag/switsol_ag/print_format/sales_order_switsol_ag/sales_order_switsol_ag.html +502,Account No.4,Akonto-Nr.4
apps/switsol_ag/switsol_ag/print_format/sales_order_switsol_ag/sales_order_switsol_ag.html +521,The Delivery Time is,Die Lieferfrist beträgt
apps/switsol_ag/switsol_ag/print_format/sales_order_switsol_ag/sales_order_switsol_ag.html +521,"Weeks.","Wochen."
apps/switsol_ag/switsol_ag/print_format/sales_order_switsol_ag/sales_order_switsol_ag.html +522,The Payment Deadline is,Die Zahlungsfrist beträgt
apps/switsol_ag/switsol_ag/print_format/sales_order_switsol_ag/sales_order_switsol_ag.html +522,"Days.","Tage."
apps/switsol_ag/switsol_ag/print_format/sales_order_switsol_ag/sales_order_switsol_ag.html +529,Details About Quotation,Details zum Angebot
apps/switsol_ag/switsol_ag/print_format/sales_invoice_switsol_ag/sales_invoice_switsol_ag.html +12,Page {0} of {1},Seite {0} von {1}
apps/switsol_ag/switsol_ag/print_format/sales_invoice_switsol_ag/sales_invoice_switsol_ag.html +25,Mr,Herr
apps/switsol_ag/switsol_ag/print_format/sales_invoice_switsol_ag/sales_invoice_switsol_ag.html +26,Mrs,Frau
apps/switsol_ag/switsol_ag/print_format/sales_invoice_switsol_ag/sales_invoice_switsol_ag.html +225,Dear Sir or Madam,Sehr geehrte Damen und Herren
apps/switsol_ag/switsol_ag/print_format/sales_invoice_switsol_ag/sales_invoice_switsol_ag.html +225,Dear Madam,Sehr geehrte Damen
apps/switsol_ag/switsol_ag/print_format/sales_invoice_switsol_ag/sales_invoice_switsol_ag.html +243,"Kind Regards,",Freundliche Grüsse
apps/switsol_ag/switsol_ag/print_format/sales_invoice_switsol_ag/sales_invoice_switsol_ag.html +291,"(VAT  ","(Mehrwertsteuer  "
apps/switsol_ag/switsol_ag/print_format/sales_invoice_switsol_ag/sales_invoice_switsol_ag.html +357,Total,Total
apps/switsol_ag/switsol_ag/print_format/sales_invoice_switsol_ag/sales_invoice_switsol_ag.html +422,"Total (excl. VAT)","Total (exkl. MWST)"
apps/switsol_ag/switsol_ag/print_format/sales_invoice_switsol_ag/sales_invoice_switsol_ag.html +451,"Total (incl. VAT)","Total (inkl. MWST)"
apps/switsol_ag/switsol_ag/print_format/sales_invoice_switsol_ag/sales_invoice_switsol_ag.html +479,"Total (incl. VAT) rounded","Total (inkl. MWST) gerundet"
apps/switsol_ag/switsol_ag/print_format/sales_invoice_switsol_ag/sales_invoice_switsol_ag.html +436,"VAT (","Mehrwertsteuer ("
apps/switsol_ag/switsol_ag/print_format/sales_invoice_switsol_ag/sales_invoice_switsol_ag.html +465,Rounding Difference,Rundungsdifferenz
apps/switsol_ag/switsol_ag/print_format/sales_invoice_switsol_ag/sales_invoice_switsol_ag.html +500,Account No.1,Akonto-Nr.1
apps/switsol_ag/switsol_ag/print_format/sales_invoice_switsol_ag/sales_invoice_switsol_ag.html +515,Account No.2,Akonto-Nr.2
apps/switsol_ag/switsol_ag/print_format/sales_invoice_switsol_ag/sales_invoice_switsol_ag.html +529,Account No.3,Akonto-Nr.3
apps/switsol_ag/switsol_ag/print_format/sales_invoice_switsol_ag/sales_invoice_switsol_ag.html +544,Account No.4,Akonto-Nr.4
apps/switsol_ag/switsol_ag/print_format/sales_invoice_switsol_ag/sales_invoice_switsol_ag.html +563,The Delivery Time is,Die Lieferfrist beträgt
apps/switsol_ag/switsol_ag/print_format/sales_invoice_switsol_ag/sales_invoice_switsol_ag.html +563,"Weeks.","Wochen."
apps/switsol_ag/switsol_ag/print_format/sales_invoice_switsol_ag/sales_invoice_switsol_ag.html +564,The Payment Deadline is,Die Zahlungsfrist beträgt
apps/switsol_ag/switsol_ag/print_format/sales_invoice_switsol_ag/sales_invoice_switsol_ag.html +564,"Days.","Tage."
apps/switsol_ag/switsol_ag/print_format/delivery_note_switsol_ag/delivery_note_switsol_ag.html +59,Delivery Note Date,Erstellungsdatum
apps/switsol_ag/config/custom_setup_assistent.py +14,General User Information,Benutzerangaben
apps/switsol_ag/config/custom_setup_assistent.py +19,General Company Information,Generelle Informationen zur Unternehmung
apps/switsol_ag/config/custom_setup_assistent.py +24,Payment Options,Zahlungsverbindungen
apps/switsol_ag/config/custom_setup_assistent.py +29,Payment Terms,Zahlungskonditionen
apps/switsol_ag/config/custom_setup_assistent.py +39,Email Server,Angaben zum Mailserver
apps/switsol_ag/config/custom_setup_assistent.py +49,Quotation Information,Angebot Informationen
apps/switsol_ag/config/custom_setup_assistent.py +54,Sales Order Information,Auftragsbestätigung Informationen
apps/switsol_ag/config/custom_setup_assistent.py +64,Text modules Stock / Warehouse,Textbausteine für den Warenbestand
apps/switsol_ag/config/custom_setup_assistent.py +59,Sales Invoice Information,Rechnung Informationen
apps/switsol_ag/config/custom_setup_assistent.py +74,General Terms,Allgemeine Vertragsbedingungen
apps/switsol_ag/config/custom_setup_assistent.py +44,Text modules CRM,Textbausteine für das CRM-Modul
apps/switsol_ag/config/custom_setup_assistent.py +69,Material Request Information,Textbaustein für Produzentenbestellung
apps/switsol_ag/custom_scripts/customer.js +81,Log,Protokoll erstellen
DocType: General User Information,First Name,Vorname
DocType: General User Information,Last Name,Nachname
DocType: General User Information,Function,Funktionsbezeichnung
DocType: General User Information,Signature,Unterschrift
DocType: General Company Information,Company Name,Firmenname
DocType: General Company Information,Company Slogan,Slogan
DocType: General Company Information,Street,Strasse
DocType: General Company Information,Bank Number,IBAN
DocType: General Company Information,Company-ID,Unternehmens-Identifikationsnummer
DocType: General Company Information,VAT,MwSt-Pflicht
DocType: General Company Information,VAT Number,MwSt-Nummer
DocType: General Company Information,VAT Accounting Type,MwSt-Abrechnungstyp
DocType: General Company Information,Default Currency,Basis Währung
DocType: General Company Information,Logo,Branding
DocType: Payment Options,Description Payment Type 1,Bezeichnung Zahlungskanal 1
DocType: Payment Options,Details Payment Type 1,Details Zahlungskanal 1
DocType: Payment Options,Description Payment Type 2,Bezeichnung Zahlungskanal 2
DocType: Payment Options,Details Payment Type 2,Details Zahlungskanal 2
DocType: Payment Options,Description Payment Type 3,Bezeichnung Zahlungskanal 3
DocType: Payment Options,Details Payment Type 3,Details Zahlungskanal 3
DocType: Payment Options,Description Payment Type 4,Bezeichnung Zahlungskanal 4
DocType: Payment Options,Details Payment Type 4,Details Zahlungskanal 4
DocType: Payment Options,Description Payment Type 5,Bezeichnung Zahlungskanal 5
DocType: Payment Options,Details Payment Type 5,Details Zahlungskanal 5
DocType: Payment Terms,Delivery Period,Lieferfrist
DocType: Payment Terms,Payment Period,Zahlungskondition
DocType: Quotation Information,Intro Text,Einleitung
DocType: Quotation Information,Print Signatures,Drucken Signaturen
DocType: Quotation Information,Print General Terms,Drucken Allgemeine Geschäftsbedingungen
DocType: Quotation Information,Show In Details Table,In den Angebotsdetails anzeigen
DocType: Quotation Information,Outro Text,Bemerkungen (vor Zahlungsbedingungen)
DocType: Quotation Information,Salutation,Grussformel
DocType: Quotation Information,Salutation Text,Bemerkungen (nach Zahlungsbedingungen)
DocType: Quotation Information,Offer Title,Titel Offertdetails
DocType: Quotation Information,Offer Details Intro,Einleitungstext Offertdetails
DocType: Quotation Information,Offer Details Outro,Bemerkungen Offertdetails
DocType: Quotation Information,Name Discount 1,Bezeichnung Rabatt 1
DocType: Quotation Information,Name Discount 2,Bezeichnung Rabatt 2
DocType: Quotation Information,Name Discount 3,Bezeichnung Rabatt 3
DocType: Quotation Information,Discount 1 Value,Wert Rabatt 1
DocType: Quotation Information,Discount 2 Value,Wert Rabatt 2
DocType: Quotation Information,Discount 3 Value,Wert Rabatt 3
DocType: Quotation Information,Partial Payment 1 Name,Teilzahlung 1
DocType: Quotation Information,Partial Payment 2 Name,Teilzahlung 2
DocType: Quotation Information,Partial Payment 3 Name,Teilzahlung 3
DocType: Quotation Information,Partial Payment 4 Name,Teilzahlung 4
DocType: Quotation Information,Partial Payment 1 Value,Teilzahlung 1 in %
DocType: Quotation Information,Partial Payment 2 Value,Teilzahlung 2 in %
DocType: Quotation Information,Partial Payment 3 Value,Teilzahlung 3 in %
DocType: Quotation Information,Partial Payment 4 Value,Teilzahlung 4 in %
DocType: Material Request Information,Producer Order Subject,Produzenten Bestellung Betreff
DocType: Material Request Information,Salutation,Anrede
DocType: Material Request Information,Intro Text,Einleitungstext
DocType: Material Request Information,Outro Text,Bemerkungen
DocType: Material Request Information,Salutation Text,Bemerkungen Grussformel
DocType: General Terms,Name AGB,Variantenbezeichnung AGB
DocType: General Terms,General Terms,Allgemeine Geschäftsbedingungen
erpnext/public/js/utils.js +100,Annual Billing: {0},Dieses Jahr in Rechnung gestellt: {0}
erpnext/public/js/utils.js +102,Total Unpaid: {0},Total unbezahlt: {0}
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js +57,Make,Folgeschritt
apps/erpnext/erpnext/stock/stock_ledger.py +386,Insufficent Stock,Nicht genügend Artikel an Lage
apps/erpnext/erpnext/stock/doctype/item/item.js +293,Stock Levels,Lagerbestand
apps/erpnext/erpnext/stock/dashboard/item_dashboard_list.html +48,Move,Verschieben
DocType: Timesheet Detail,Billing Hours,Verrechenbare Stunden
DocType: Timesheet Detail,Bill,Verrechenbar
DocType: Timesheet Detail,Hrs,Stunden
DocType: Timesheet,Billing Details,Details zur Verrechnung
DocType: Timesheet,Total Billable Hours,Total verrechenbare Stunden
DocType: Timesheet,Total Billable Amount,Total verrechenbarer Betrag
DocType: Timesheet,Total Billed Hours,Total abgerechnete Stunden
DocType: Timesheet,Total Billed Amount,Total abgerechneter Betrag
DocType: Timesheet,Total Costing Amount,Verrechenbarer Betrag
DocType: Purchase Order,Title,Titel
DocType: Purchase Order,Get last purchase rate,Letzte Zahlungskonditionen abrufen
DocType: Purchase Order,"Enter email id separated by commas, order will be mailed automatically on particular date",E-Mail-ID durch Kommas getrennt eingeben; Bestellung wird automatisch an einem bestimmten Datum abgeschickt
DocType: Description Text,Description Text Standard,Standard Einleitungstext
apps/switsol_ag/switsol_ag/config/desktop.py +19,Custom Setup Assistent,Einrichtungsassistent
apps/switsol_ag/config/custom_setup_assistent.py +44,Text modules CRM,Textbausteine für das CRM-Modul
apps/switsol_ag/config/custom_setup_assistent.py +64,Text modules Stock / Warehouse,Textbausteine für den Warenbestand
apps/switsol_ag/config/custom_setup_assistent.py +69,Material Request Information,Textbaustein für Produzentenbestellung
apps/erpnext/erpnext/public/js/controllers/transaction.js +1157,Please set recurring after saving,"Bitte das Dokument zuerst speichern, bevor Sie Angaben zu wiederkehrenden Bestellungen machen."
DocType: Letter,Add Signature,Unterschrift drucken
DocType: Letter,Letter Text,Briefvorlagen
apps/switsol_ag/switsol_ag/config/switsol_ag.py +24,Predefined Text Container,Vordefinierter Textcontainer
apps/switsol_ag/switsol_ag/custom_scripts/contact.js +2,Dear Sir or Madam,Sehr geehrte Damen und Herren
apps/switsol_ag/switsol_ag/custom_scripts/contact.js +4,Dear Sir,Sehr geehrter Herr
apps/switsol_ag/switsol_ag/custom_scripts/contact.js +6,Dear Madam,Sehr geehrte Frau
DocType: Upload Attendance,"Download the Template, fill appropriate data and attach the modified file. All dates and employee combination in the selected period will come in the template, with existing attendance records","Absenzen können direkt im Template eingefügt und raufgeladen werden. Allfällig bereits eingegebene Absenzen werden im Template aufgeführt."
apps/erpnext/erpnext/projects/doctype/project/project.py +241,"You have been invited to collaborate on the project: {0}","Sie wurden eingeladen, um beim folgenden Projekt mit zu arbeiten: {0}"
DocType: Sales Invoice Timesheet,Time Sheet,Arbeitsrapport / Zeitblatt
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +90,Application period cannot be outside leave allocation period,Für die ausgewählte Zeit steht kein Abwesenheitskontingent der gewählten Art zur Verfügung. Bitte wenden Sie sich an die Personalabteilung.
apps/erpnext/erpnext/templates/includes/projects/project_tasks.html +9,modified,vor
apps/erpnext/erpnext/templates/includes/projects/project_timesheets.html +8,from,vom
apps/erpnext/erpnext/templates/includes/projects/project_timesheets.html +8,to,bis zum
apps/frappe/frappe/public/js/legasy/form.js +375,See on Website,Als Webseite darstellen
apps/erpnext/erpnext/templates/pages/projects.html +27,New task,Neue Aufgabe
apps/erpnext/erpnext/templates/pages/projects.html +42,No tasks,Keine Aufgaben
apps/erpnext/erpnext/templates/pages/projects.html +58,No time sheets,Keine Arbeitszeiterfassungen
DocType: Salary Structure Employee,Base,Grundlohn
DocType: Salary Structure Employee,Variable,Variabler Lohn
DocType: Item,Standard Selling Rate,Standard Verkaufspreis
DocType: Item,Re-Order Level,Meldebestand
DocType: Item,"Selecting ""Yes"" will give a unique identity to each entity of this item which can be viewed in the Serial No master.","Wenn Sie „Ja“ auswählen, wird jeder Instanz dieses Artikels eine eindeutige Identität zugeteilt, die in den Stammdaten der Seriennummern eingesehen werden kann."
DocType: Item,Delivered by Supplier (Drop Ship),Geliefert von Lieferant (Streckengeschäft)
DocType: Item,website page link,Webseiten-Verknüpfung
DocType: Item,Is Service Item,Ist Dienstleistung
DocType: Item,Apply Warehouse-wise Reorder Level,Anwenden des lagerbezogenen Meldebestands
DocType: Item,"Allow in Sales Order of type ""Service""","Kundenaufträge des Typs ""Dienstleistung"" zulassen"
DocType: Item,Allow Production Order,Fertigungsauftrag zulassen
DocType: Item,Manufacturer Part Number,Hersteller-Teilenummer
DocType: Item,"Example: ABCD.#####\nIf series is set and Serial No is not mentioned in transactions, then automatic serial number will be created based on this series. If you always want to explicitly mention Serial Nos for this item. leave this blank.","Wenn Sie ABCD.##### eingeben, wird es eine fortlaufende Nummerierung geben (Erste Lieferung ABCD.00001, usw.). Falls Sie das Eingabefeld leer lassen, wird für jede Lieferung eine Seriennummer verlangt."
DocType: Item,"Example: ABCD.##### If series is set and Serial No is not mentioned in transactions, then automatic serial number will be created based on this series. If you always want to explicitly mention Serial Nos for this item. leave this blank.","Wenn Sie ABCD.##### eingeben, wird es eine fortlaufende Nummerierung geben (Erste Lieferung ABCD.00001, usw.). Falls Sie das Eingabefeld leer lassen, wird für jede Lieferung eine Seriennummer verlangt."
DocType: Item,Automatically create Material Request if quantity falls below this level,"Automatisch Materialfrage erstellen, wenn die Menge unter diesen Wert fällt"
DocType: Item,Automatically create Material Request if quantity falls below this level,"Automatisch Materialfrage erstellen, wenn die Menge unter diesen Wert fällt"
DocType: Item,Item Code Supplier,Artikelnummer Lieferant
DocType: Item,Item Name Supplier,Artikelname Lieferant
DocType: Item,Item Description Supplier,Artikelbeschrieb Lieferant
DocType: Item,Unit of Measure Conversion,Maßeinheit-Konvertierung
DocType: Item,Manufacturer Part Number,Hersteller-Teilenummer
DocType: Item Price,Supplier Part,Einkaufspreise Lieferanten
DocType: Item Price,Purchase Price Supplier Brutto In CHF,EKP Brutto Lieferant in CHF
DocType: Item Price,Purchase Price Supplier Brutto In EUR,EKP Brutto Lieferant in EUR
DocType: Item Price,Purchase Price Supplier Netto In CHF,EKP Netto Lieferant in CHF
DocType: Item Price,Purchase Price Supplier Netto In EUR,EKP Brutto Lieferant in EUR
DocType: Item Price,Condition Supplier In CHF %,Konditionen Lieferant in %für CHF
DocType: Item Price,Condition Supplier In EUR %,Konditionen Lieferant in %für EUR
DocType: Item Price,Rate in EUR,Ansatz in EUR
apps/frappe/frappe/templates/includes/login/login.js +219,Invalid Login. Try again.,Benutzername oder Passwort nicht korrekt.
apps/switsol_ag/switsol_ag/custom_scripts/sales_invoice.js +482,Would you like to send reminder by email or post?,Möchten Sie die Zahlungserinnerung per Email oder per Briefpost versenden?
